mode,type,delta,strategy,file
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MSE,ExploitRemoteService,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_remove_bline
MCE,ExploitRemoteService,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_remove_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_remove_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MSE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MCE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MCE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverNetworkServices,0.0,freq_weighted_cross,cc2_restore_bline
MCE,DiscoverRemoteSystems,0.0,freq_weighted_cross,cc2_restore_bline
MSE,PrivilegeEscalate,1.0,freq_weighted_cross,cc2_restore_bline
MSE,ExploitRemoteService,-0.9800000000000004,freq_weighted_cross,cc2_restore_bline
